,city,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,total_cases,year_recorded,month_recorded,total satellite vegetation index of city,standing water feature 2,standing water feature 3,standing water feature 4,standing water feature 5,standing water feature 6
416,sj,18,0.1063,0.0461,0.21918569999999998,0.2073286,71.64,299.565714286,299.835714286,295.83428571400003,301.5,298.2,11.7,80.0728571429,71.64,17.231428571400002,2.3571428571400004,26.8714285714,6.9,31.1,22.8,36,1998,4,0.5789143000000001,6.773297310000001,936.85242857193,542.357267890019,0.03880597014925373,1.798863243416315
417,sj,19,,0.09693333,0.1582429,0.1198143,0.0,299.13285714299997,299.292857143,294.827142857,301.3,297.7,17.6,77.3314285714,0.0,16.2214285714,2.1857142857099996,26.785714285700003,6.2,31.1,22.2,35,1998,5,,,1361.03314285664,,0.058413541320942584,
418,sj,20,,0.04255,0.1317833,0.1003,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.4014285714,55.76,16.502857142899998,3.62857142857,27.1428571429,7.014285714289999,33.9,22.2,46,1998,5,,,807.5347142854201,,0.03400462198745461,
419,sj,21,-0.003,0.033625,0.1648667,0.1742,56.4,300.02428571400003,300.085714286,297.062857143,302.9,297.8,53.7,84.0714285714,56.4,18.6142857143,2.82857142857,27.9142857143,6.97142857143,34.4,23.3,48,1998,5,0.3696917,19.85244429,4514.635714284181,1669.0233520944332,0.1772862330802245,5.510146424874326
420,sj,22,0.0484,0.0372,0.15508329999999998,0.16451670000000002,15.86,299.842857143,299.935714286,297.02,302.3,298.4,59.4,84.63571428569999,15.86,18.5114285714,2.1857142857099996,27.971428571399997,5.65714285714,31.1,24.4,44,1998,5,0.4052,24.06888,5027.361428570579,2037.0868508567987,0.19649354945418457,6.738626698170025
421,sj,23,-0.0427,0.07076667,0.1536,0.12214289999999998,8.19,299.61857142900004,299.80714285700003,296.351428571,301.4,298.1,35.8,82.46,8.19,17.7657142857,2.32857142857,27.8571428571,6.2,32.2,23.9,51,1998,6,0.30380957,10.876382605999998,2952.0679999999998,896.8665096907598,0.11877903118779032,2.9756685789341732
422,sj,24,0.12125,0.12125,0.2368143,0.27517140000000007,86.21,300.757142857,300.842857143,297.451428571,302.7,299.2,20.7,82.30571428569999,86.21,18.9914285714,2.4285714285699997,28.4285714286,6.985714285710001,32.8,23.9,59,1998,6,0.7544857,15.61785399,1703.7282857139899,1285.4386282567198,0.06838453914767097,4.2465762413502475
423,sj,25,0.0725,0.0509,0.2078286,0.1756286,49.52,300.517142857,300.564285714,296.435714286,303.0,298.9,15.4,78.53,49.52,17.8542857143,2.3857142857099998,28.1,6.52857142857,32.8,23.9,71,1998,6,0.5068572,7.80560088,1209.362,612.9738371064001,0.050825082508250824,2.023015964047525
424,sj,26,0.03745,0.0167,0.1447,0.15235710000000002,72.08,299.944285714,299.95,296.995714286,302.3,298.3,71.33,84.02571428569999,72.08,18.47,2.3571428571400004,28.214285714299997,6.74285714286,32.2,23.9,102,1998,6,0.3512071,25.051602443,5993.55419999898,2104.9787892744616,0.23595765795567317,6.9632113439446295
425,sj,27,0.0715,0.096075,0.1718429,0.15588570000000002,20.06,300.595714286,300.721428571,296.847142857,302.7,299.0,33.31,80.08571428569999,20.06,18.2785714286,2.3,28.6142857143,5.8571428571399995,32.2,25.0,128,1998,7,0.49530360000000007,16.498562916000004,2667.6551428566668,1321.2991958154214,0.11004294681202512,4.365045245508495
426,sj,28,-0.03095,0.0628,0.1886286,0.1695286,54.05,300.452857143,300.435714286,296.924285714,302.9,298.5,45.31,81.29,54.05,18.391428571400002,2.3,28.3857142857,6.74285714286,32.8,22.8,127,1998,7,0.3900072,17.671226232000002,3683.2499000000003,1436.4939803992802,0.14958732254869594,4.742469397158403
427,sj,29,0.0289,0.04713333,0.08254286,0.06893333,10.42,300.337142857,300.457142857,296.288571429,302.8,298.1,30.86,78.99,10.42,17.7157142857,2.7142857142900003,28.3857142857,7.07142857143,33.3,23.9,150,1998,7,0.22750952000000002,7.0209437872,2437.6313999999998,554.584349750928,0.10191545574636723,1.8315203096133685
428,sj,30,0.0554,0.1065,0.1776429,0.1602571,68.74,299.82285714299996,299.885714286,296.50285714299997,302.2,298.1,93.68,82.2128571429,68.74,17.9457142857,1.8857142857099998,27.5571428571,6.68571428571,31.7,23.9,191,1998,7,0.49979999999999997,46.821264,7701.700457146873,3849.309888482007,0.30999338186631376,12.737623720986125
429,sj,31,0.14065,0.127,0.26975,0.24652860000000001,16.03,300.06142857099996,300.035714286,297.038571429,302.0,298.5,107.87,83.7428571429,16.03,18.5471428571,2.04285714286,28.271428571399998,5.72857142857,31.7,23.9,256,1998,7,0.7839286000000001,84.56237808200001,9033.342000004623,7081.495147384824,0.35718543046357615,23.44865942842657
430,sj,32,0.02866667,0.057625,0.17585710000000002,0.1526857,25.79,300.662857143,300.885714286,297.127142857,303.2,298.6,27.7,81.2171428571,25.79,18.6314285714,2.91428571429,28.4571428571,6.18571428571,32.2,24.4,329,1998,8,0.41483447,11.490914819,2249.71485714167,933.2592704134904,0.09135883905013192,3.0780318945035963
431,sj,33,0.05346667,0.0935,0.1854333,0.1739,38.44,300.668571429,300.62142857099997,297.457142857,303.1,298.9,55.9,82.8,38.44,19.0157142857,2.27142857143,29.0714285714,6.34285714286,32.8,24.4,263,1998,8,0.5062999699999999,28.302168322999997,4628.5199999999995,2343.4195371443993,0.18442758165621906,7.731506226144504
432,sj,34,0.1072,0.0567,0.1809667,0.17203329999999997,24.34,300.36714285700003,300.35,297.467142857,303.0,298.9,63.2,84.2028571429,24.34,19.01,1.72857142857,29.214285714299997,6.41428571429,32.8,25.0,220,1998,8,0.5169,32.66808,5321.62057143128,2750.7456733728286,0.2085808580858086,9.078368558986233
433,sj,35,0.0307,0.07575,0.1548167,0.1902571,96.58,300.468571429,300.578571429,297.401428571,303.1,298.7,98.3,83.45,96.58,19.0271428571,2.67142857143,28.0428571429,6.82857142857,33.9,23.3,204,1998,8,0.4515238,44.38478953999999,8203.135,3703.9106871129998,0.324315407456285,12.220094645704386
434,sj,36,0.0388,0.05403333,0.1585429,0.1456429,47.74,300.687142857,300.707142857,297.328571429,303.4,298.4,52.5,82.1928571429,47.74,18.9085714286,2.9,28.7571428571,7.12857142857,33.9,22.8,181,1998,9,0.39701912999999994,20.843504324999998,4315.12500000225,1713.187173342143,0.17303889255108768,5.6466287849114805
435,sj,37,0.07465,0.05796667,0.1518857,0.122,72.73,300.147142857,300.2,297.16,302.0,298.7,73.6,84.0028571429,72.73,18.724285714300002,2.02857142857,28.3285714286,6.84285714286,32.2,24.4,99,1998,9,0.40650237,29.918574431999996,6182.610285717439,2513.245733930516,0.24370860927152316,8.322005741491775
436,sj,38,,0.0401,0.1554833,0.14148,35.03,300.587142857,300.607142857,297.275714286,303.0,298.8,33.83,82.3328571429,35.03,18.8471428571,2.1857142857099996,28.728571428600002,6.985714285710001,34.4,24.4,54,1998,9,,,2785.320557144307,,0.11165016501650164,
437,sj,39,0.05085,0.04685,0.2315857,0.2066857,82.87,300.13,300.185714286,297.06,302.1,298.8,55.8,83.3314285714,82.87,18.5814285714,1.8571428571400002,27.771428571399998,6.22857142857,32.2,24.4,80,1998,9,0.5359714,29.90720412,4649.89371428412,2492.2100438960597,0.1847070506454816,8.249619476650313
438,sj,40,-0.0022,0.0382,0.16188570000000002,0.16831429999999997,223.61,300.597142857,300.757142857,296.538571429,302.9,298.5,124.4,78.7828571429,223.61,18.0614285714,2.8,27.9142857143,6.28571428571,32.8,23.9,102,1998,10,0.3662,45.55528,9800.58742857676,3588.97511634481,0.4106965995378013,11.84871283045497
439,sj,41,,-0.019,0.1630571,0.1492,33.26,300.712857143,300.742857143,296.921428571,302.9,298.9,28.3,79.9985714286,33.26,18.4185714286,2.34285714286,28.2571428571,5.5,31.7,24.4,127,1998,10,,,2263.95957142938,,0.09343017497523937,
440,sj,42,,0.08155,0.18641429999999998,0.13868570000000002,25.94,300.79571428599996,300.857142857,296.612857143,302.9,299.3,18.5,78.0985714286,25.94,18.0914285714,2.6857142857099996,27.7571428571,6.31428571429,31.7,23.3,73,1998,10,,,1444.8235714291,,0.061076262793001,
441,sj,43,0.0213,0.085,0.19696670000000002,0.1962,32.09,300.24714285700003,300.23571428599996,296.9,301.9,298.8,36.5,82.0385714286,32.09,18.41,2.12857142857,28.157142857100002,6.92857142857,33.9,23.9,68,1998,10,0.49946670000000004,18.23053455,2994.4078571439,1495.6070108617353,0.1209009605829745,4.953981486789451
442,sj,44,-0.0359,-0.0726,0.11172860000000001,0.09242857,182.46,299.848571429,299.98571428599996,296.86714285700003,302.1,297.7,92.4,83.8657142857,182.46,18.3757142857,2.08571428571,27.714285714299997,6.12857142857,32.8,23.3,64,1998,10,0.09565717000000001,8.838722508000002,7749.19199999868,741.2657765065138,0.3058589870903674,2.4537099520242096
443,sj,45,,-0.00225,0.2212286,0.1698,121.65,299.652857143,299.69285714299997,296.94285714299997,301.7,298.5,89.5,85.12,121.65,18.4842857143,1.78571428571,27.4285714286,6.45714285714,31.1,23.3,55,1998,11,,,7618.240000000001,,0.2966523036128605,
444,sj,46,0.0038666670000000003,-0.05725,0.18591670000000002,0.09834286,18.07,300.00285714299997,300.05,296.42,302.4,297.9,36.1,80.91428571430001,18.07,17.8685714286,2.0714285714300003,27.785714285700003,6.67142857143,32.8,23.3,67,1998,11,0.23087622700000002,8.334631794700002,2921.00571428623,674.3907783598448,0.11937830687830689,2.2301282353169474
445,sj,47,,,0.2537429,0.2166143,110.03,298.67571428599996,298.657142857,296.182857143,300.3,297.3,143.4,86.2142857143,110.03,17.6271428571,1.48571428571,26.728571428600002,6.21428571429,30.6,23.3,84,1998,11,,,12363.128571430621,,0.4775224775224775,
446,sj,48,0.0501,0.06575,0.1662429,0.1467571,0.0,299.232857143,299.321428571,295.492857143,301.4,297.4,57.1,80.02142857140001,0.0,16.8671428571,2.01428571429,26.5571428571,5.68571428571,30.0,22.8,85,1998,11,0.42884999999999995,24.487334999999998,4569.223571426941,1959.5115286064433,0.1894492368944924,6.501365390200543
447,sj,49,0.05675,0.06565,0.06918571,0.05278571,22.35,298.301428571,298.257142857,295.172857143,300.4,296.5,115.77,83.0242857143,22.35,16.5871428571,1.8857142857099998,25.6428571429,5.94285714286,29.4,22.2,67,1998,12,0.24437142,28.2908792934,9611.721557144512,2348.8300455640156,0.3853861517976032,7.819008141025352
448,sj,50,0.0619,0.002633333,0.2133,0.17301429999999998,152.94,298.094285714,298.15,295.54,299.8,297.1,158.72,85.9114285714,152.94,16.9657142857,1.35714285714,25.8142857143,5.014285714290001,28.9,22.8,73,1998,12,0.450847633,71.55853630976,13635.861942852607,6147.69608084988,0.5294196130753835,20.50599093011968
449,sj,51,-0.08216667,-0.091675,0.2399,0.17005710000000002,16.76,299.042857143,299.1,295.032857143,300.9,297.6,10.2,78.6685714286,16.76,16.4085714286,1.9714285714300002,26.0714285714,5.54285714286,31.1,22.8,89,1998,12,0.23611543000000002,2.408377386,802.41942857172,189.46360841756598,0.03389830508474576,0.629656392215241
450,sj,52,0.06056667,-0.13095,0.15715,0.0981875,0.0,299.282857143,299.435714286,295.215714286,301.4,298.0,12.8,78.4185714286,0.0,16.564285714300002,2.12857142857,25.9285714286,6.04285714286,30.0,22.2,68,1998,12,0.18495416999999997,2.3674133759999996,1003.75771428608,185.64917492687906,0.04246848042468481,0.615956121190707
451,sj,53,,,,,,,,,,,,,,,,,,,,59,1999,1,,,,,,
452,sj,1,,-0.0876,0.1887,0.16341670000000003,45.39,298.7,298.814285714,295.097142857,300.7,297.3,17.72,80.5971428571,45.39,16.4528571429,2.4285714285699997,25.5714285714,5.47142857143,28.9,22.2,56,1999,1,,,1428.1813714278119,,0.05892916528101097,
453,sj,2,-0.1399,-0.03763333,0.1813833,0.1448429,0.0,298.482857143,298.55,294.12,300.1,297.4,12.6,76.9542857143,0.0,15.4928571429,1.6714285714300001,25.0714285714,5.72857142857,28.3,20.0,77,1999,1,0.14869287000000003,1.8735301620000004,969.62400000018,144.17617538090678,0.041986004665111626,0.4804271089000559
454,sj,3,-0.0698,-0.03795,0.1808,0.11584289999999998,47.16,297.861428571,297.971428571,294.408571429,300.0,296.1,20.62,81.31,47.16,15.7685714286,2.2,24.985714285700002,6.885714285710001,30.0,21.1,75,1999,1,0.18889289999999997,3.8949715979999997,1676.6122,316.70014063338,0.06873333333333334,1.0556671354446
455,sj,4,0.0535,-0.10875,0.18184289999999997,0.14061429999999997,0.0,297.44285714299997,297.571428571,293.701428571,299.1,295.8,40.75,79.6714285714,0.0,15.0728571429,1.77142857143,24.8857142857,6.41428571429,28.3,21.1,47,1999,1,0.2672071999999999,10.888693399999998,3246.61071428455,867.5177584539744,0.13624205951186893,2.900427142942074
456,sj,5,,0.05145,0.2175,0.17392860000000002,0.0,296.772857143,296.757142857,290.955714286,299.3,294.5,14.9,70.19857142859999,0.0,12.7414285714,2.0,24.1714285714,5.6428571428600005,27.8,19.4,50,1999,2,,,1045.9587142861399,,0.04978282659538924,
457,sj,6,0.0669,,0.2283286,0.2092,0.0,296.668571429,296.785714286,290.552857143,298.9,295.3,4.7,68.6414285714,0.0,12.3657142857,1.9142857142900003,23.4,7.385714285710001,27.8,17.8,42,1999,2,,,322.61471428558,,0.015724322515891603,
458,sj,7,0.0263,0.0364,0.1718571,0.1876,18.66,297.218571429,297.44285714299997,292.73,299.4,295.5,18.64,76.2457142857,18.66,14.225714285699999,2.5714285714300003,24.3285714286,7.514285714289999,29.4,19.4,28,1999,2,0.42215709999999995,7.869008343999999,1421.220114285448,599.9781619084133,0.06225784903139613,2.0039350765144066
459,sj,8,0.12905,0.086,0.1234714,0.1325,23.9,295.93857142900004,296.114285714,290.63428571400004,299.7,293.7,8.7,72.2514285714,23.9,12.4928571429,2.7142857142900003,24.0428571429,6.9,28.9,18.9,37,1999,2,0.47102140000000003,4.09788618,628.5874285711799,296.07813062799715,0.029029029029029027,0.9879150171104343
460,sj,9,-0.0509,0.03793333,0.19771670000000002,0.16146670000000002,0.0,297.542857143,297.678571429,293.31142857099996,299.7,295.3,8.3,77.4271428571,0.0,14.73,2.7857142857099997,25.0,7.42857142857,29.4,20.6,37,1999,3,0.34621673000000003,2.8735988590000003,642.64528571393,222.49454936979257,0.027694361027694365,0.7423908887880967
461,sj,10,-0.071225,0.043425,0.1611167,0.2284286,0.0,297.88285714299997,298.071428571,292.421428571,299.7,296.0,0.4,71.69142857140001,0.0,13.9357142857,2.48571428571,24.9571428571,7.514285714289999,29.4,20.6,27,1999,3,0.3617453,0.14469812,28.676571428560006,10.373614934395867,0.001334668001334668,0.03461332977776399
462,sj,11,-0.10475,0.0402,0.2573714,0.2754429,5.5,297.542857143,297.8,292.76428571400004,300.0,295.8,5.5,74.80428571430001,5.5,14.2442857143,3.0,24.8857142857,7.34285714286,31.1,20.6,12,1999,3,0.46826429999999997,2.57545365,411.42357142865006,192.6549706785368,0.018333333333333333,0.6421832355951227
463,sj,12,0.135,0.03233333,0.1988,0.1830571,5.24,298.222857143,298.45,293.23,300.5,296.3,3.1,73.94,5.24,14.671428571400002,2.8428571428600002,25.6714285714,7.67142857143,30.6,21.1,15,1999,3,0.54919043,1.702490333,229.214,125.88213522202,0.01031613976705491,0.41890893584698835
464,sj,13,0.0541,-0.0981,0.1572667,0.13705710000000002,15.91,298.30857142900004,298.414285714,294.377142857,300.4,296.1,8.9,78.91,15.91,15.7328571429,2.3142857142900004,25.7428571429,6.9,30.6,21.7,22,1999,4,0.2503238,2.22788182,702.299,175.80215441619998,0.029627163781624503,0.5852268788821571
465,sj,14,,0.00075,0.20094289999999998,0.2108429,18.76,297.97571428599997,298.092857143,293.272857143,300.1,295.7,16.2,75.3885714286,18.76,14.7457142857,2.58571428571,25.6142857143,6.02857142857,29.4,21.1,8,1999,4,,,1221.29485714332,,0.05398200599800066,
466,sj,15,0.0341,0.0351,0.1027857,0.09751429,75.59,297.481428571,297.642857143,292.405714286,301.0,295.2,12.76,73.6414285714,75.59,13.9742857143,3.6,25.3857142857,6.67142857143,30.0,21.1,15,1999,4,0.26949998999999997,3.4388198723999994,939.664628571064,253.23960800325543,0.04239202657807309,0.8413276013397191
467,sj,16,0.0869,0.03965,0.19078570000000003,0.1153857,0.0,299.254285714,299.457142857,294.52428571400003,301.4,296.7,2.0,75.39,0.0,15.8685714286,3.2,26.9142857143,7.485714285710001,32.2,22.8,17,1999,4,0.4327214000000001,0.8654428000000002,150.78,65.24573269200002,0.006635700066357001,0.21647555637690785
468,sj,17,0.07295,0.02765,0.1945833,0.1375,10.2,299.035714286,299.15,294.201428571,301.0,297.2,5.35,74.7985714286,10.2,15.5614285714,2.72857142857,26.6857142857,7.385714285710001,31.7,22.2,10,1999,4,0.4326833,2.3148556549999997,400.17235714300995,173.14789605741612,0.01777408637873754,0.5752421795927446
469,sj,18,0.064,0.04806667,0.1721429,0.1899429,88.2,299.43142857099997,299.5,295.41571428599997,301.8,298.0,13.3,78.6828571429,88.2,16.7957142857,2.08571428571,28.228571428600002,9.21428571429,33.9,22.2,9,1999,5,0.47415247,6.306227851,1046.4820000005702,496.1920251108104,0.044068919814446654,1.6441087644493386
470,sj,19,,0.0578,0.0804,0.08112,46.5,299.098571429,299.12142857099997,294.57285714299996,301.0,297.2,14.28,76.30857142859999,46.5,15.9671428571,2.58571428571,26.9571428571,7.62857142857,32.8,21.7,11,1999,5,,,1089.6864000004077,,0.047441860465116274,
471,sj,20,,0.09066667,0.1944714,0.1691571,33.82,299.775714286,299.935714286,295.268571429,302.6,297.0,22.1,76.5985714286,33.82,16.6514285714,3.1857142857099996,27.8285714286,7.32857142857,33.3,23.3,20,1999,5,,,1692.82842857206,,0.07303370786516854,
472,sj,21,,0.0738,0.1826429,0.1713286,15.26,300.052857143,300.164285714,296.214285714,302.4,298.6,18.64,79.7171428571,15.26,17.6385714286,2.2142857142900003,28.3857142857,6.74285714286,33.3,24.4,13,1999,5,,,1485.927542856344,,0.06164021164021165,
473,sj,22,0.04023333,-0.0127,0.12088330000000001,0.09056667,2.16,300.587142857,300.671428571,296.23571428599996,302.7,298.4,6.6,77.3714285714,2.16,17.6442857143,3.25714285714,28.4142857143,6.57142857143,33.3,23.9,11,1999,6,0.2389833,1.57728978,510.65142857124,122.03716354966922,0.02180376610505451,0.40316208638807144
474,sj,23,0.0499,0.0499,0.07223333,0.08013333,100.35,300.025714286,299.978571429,296.43,302.0,298.3,24.8,80.7542857143,100.35,17.8542857143,2.5,27.9142857143,7.55714285714,33.9,22.8,16,1999,6,0.25216666,6.253733168,2002.70628571464,505.0157550296665,0.08211920529801325,1.6722375994359817
475,sj,24,,0.06756667,0.11848330000000001,0.09545,115.14,300.351428571,300.37857142900003,296.54,302.3,298.7,30.1,79.75,115.14,17.9828571429,2.3857142857099998,27.7,6.84285714286,31.7,23.9,11,1999,6,,,2400.475,,0.09956996361230566,
476,sj,25,,0.01375,0.0755,0.13685,96.93,299.36714285700003,299.314285714,296.41571428599997,301.6,297.9,81.61,83.9614285714,96.93,17.8442857143,1.9428571428599999,27.214285714299997,5.88571428571,31.1,22.8,7,1999,6,,,6852.092185711955,,0.27059018567639254,
477,sj,26,,0.063,0.1645714,0.1307143,17.32,300.148571429,300.257142857,296.622857143,302.4,298.3,25.74,81.25,17.32,18.051428571400002,2.34285714286,28.4428571429,5.32857142857,31.7,25.0,17,1999,7,,,2091.375,,0.08511904761904762,
478,sj,27,0.09746667,0.08616667,0.18385710000000002,0.1788857,73.3,299.504285714,299.535714286,295.92,301.4,297.8,55.1,80.7985714286,73.3,17.2957142857,2.3571428571400004,27.4,5.72857142857,31.1,22.8,14,1999,7,0.54637614,30.105325314,4452.00128571586,2432.4672777644687,0.1828135368281354,8.070561638236459
479,sj,28,0.0545,0.067425,0.1345667,0.09766,29.53,299.79,299.835714286,296.39428571400003,302.4,297.5,58.2,81.8471428571,29.53,17.8042857143,2.5,27.271428571399998,6.67142857143,32.8,23.3,13,1999,7,0.3541517,20.611628940000003,4763.50371428322,1687.0029383697167,0.19246031746031747,5.578713420534778
480,sj,29,0.1169,0.0494,0.2071143,0.1935286,96.36,299.85,299.857142857,296.861428571,301.9,298.5,66.52,83.9185714286,96.36,18.3228571429,2.0,26.7,5.47142857143,31.1,21.7,15,1999,7,0.5669429,37.713041708,5582.263371430472,3164.824584362569,0.22033786021861543,10.483022803453359
481,sj,30,0.0101,0.08900000000000001,0.2987143,0.17835710000000002,8.53,300.064285714,300.15,296.474285714,302.6,298.0,32.44,80.9685714286,8.53,17.9028571429,2.47142857143,28.1,6.52857142857,32.8,23.9,30,1999,7,0.5761714,18.691000216,2626.620457143784,1513.383586061174,0.10720423000660936,5.001267634042214
482,sj,31,-0.07305,0.020225,0.1632429,0.16924289999999997,22.01,300.49857142900004,300.48571428599996,297.047142857,302.8,298.8,29.35,81.6728571429,22.01,18.5571428571,2.4285714285699997,28.3714285714,6.27142857143,32.8,22.8,25,1999,8,0.27966079999999993,8.208044479999998,2397.098357144115,670.3744442376088,0.09692866578599736,2.2139182438494345
483,sj,32,,0.11395,0.2125714,0.1689143,44.23,299.97,300.007142857,296.742857143,302.6,298.4,61.7,82.6457142857,44.23,18.2128571429,1.8428571428599998,28.0857142857,6.3571428571399995,31.7,23.9,40,1999,8,,,5099.24057142769,,0.2038995373430271,
484,sj,33,0.01015,0.0687,0.1973,0.1710857,31.78,300.327142857,300.285714286,296.857142857,302.4,298.9,46.2,81.3871428571,31.78,18.3328571429,2.02857142857,28.3714285714,6.3571428571399995,31.7,25.0,44,1999,8,0.4472357,20.66228934,3760.0859999980203,1681.6446942693146,0.1527777777777778,5.5609943593562
485,sj,34,-0.01465,0.03655,0.1689,0.1532571,133.65,300.227142857,300.285714286,296.86,302.8,298.7,61.8,81.9985714286,133.65,18.36,2.1428571428599996,27.8571428571,6.84285714286,33.9,23.9,25,1999,8,0.3440571,21.26272878,5067.51171428748,1743.5133846337787,0.20409511228533683,5.757970226663734
486,sj,35,,-0.0331,0.21065709999999999,0.1876,30.98,300.458571429,300.435714286,296.895714286,302.7,299.1,25.74,81.0028571429,30.98,18.41,1.9857142857099999,28.1857142857,7.02857142857,32.8,23.9,21,1999,9,,,2085.0135428582457,,0.08503468780971259,
487,sj,36,0.087,0.06035,0.0897,0.0988,66.06,300.58428571400003,300.62142857099997,296.801428571,302.8,298.8,40.7,79.9657142857,66.06,18.31,2.2142857142900003,28.3,6.04285714286,31.7,25.0,48,1999,9,0.33585,13.669095,3254.6045714279903,1093.0589453140906,0.13441215323645972,3.6098379964137735
488,sj,37,-0.0121,0.067475,0.15858329999999998,0.1250857,121.24,300.961428571,301.021428571,297.08428571400003,303.2,299.5,34.13,79.6971428571,121.24,18.71,2.15714285714,28.4142857143,6.84285714286,33.9,24.4,56,1999,9,0.33904399999999996,11.57157172,2720.0634857128234,922.2212044500184,0.11256596306068603,3.041626663753359
489,sj,38,0.08305,0.06535,0.1360286,0.1046286,44.44,300.57285714299996,300.62142857099997,296.701428571,302.8,298.3,30.4,79.39,44.44,18.2142857143,2.7,28.4571428571,6.6,32.2,24.4,60,1999,9,0.38905720000000005,11.827338880000001,2413.456,938.9724336832002,0.10039630118890355,3.100965765136064
490,sj,39,0.05016667,0.03946667,0.16998329999999998,0.1612833,62.41,300.64428571400003,300.635714286,296.82428571400004,303.5,298.9,64.72,79.8371428571,62.41,18.345714285699998,2.2142857142900003,28.714285714299997,7.95714285714,34.4,23.9,45,1999,10,0.4208999399999999,27.240644116799995,5167.059885711512,2174.815195872382,0.21324546952224052,7.165783182446069
491,sj,40,0.1322,0.01383333,0.21022860000000002,0.1405857,52.34,300.49714285700003,300.6,296.657142857,302.5,298.5,22.37,79.6742857143,52.34,18.12,1.9428571428599999,28.0,6.985714285710001,32.8,23.3,55,1999,10,0.49684763,11.1144814831,1782.313771428891,885.5383732508061,0.0739504132231405,2.9273995809944005
492,sj,41,-0.0864,0.12685,0.09071667,0.05796667,45.32,299.827142857,299.835714286,295.87142857099997,301.7,298.5,41.31,79.16,45.32,17.3042857143,1.9571428571400002,27.1714285714,6.44285714286,31.1,23.3,32,1999,10,0.18913333999999998,7.8130982754,3270.0996,618.484859480664,0.13692409678488565,2.0499995342415116
493,sj,42,,-0.0368,0.036000000000000004,0.037475,171.59,300.025714286,300.01428571400004,296.82,301.6,298.7,40.8,82.6571428571,171.59,18.3157142857,1.8571428571400002,26.7571428571,5.04285714286,31.1,23.9,46,1999,10,,,3372.4114285696796,,0.1352785145888594,
494,sj,43,,0.009325,0.17548329999999998,0.07245714,67.94,299.804285714,300.035714286,297.13,301.9,298.7,138.1,85.3771428571,67.94,18.7428571429,2.1857142857099996,27.6714285714,6.3,32.2,23.3,61,1999,10,,,11790.58342856551,,0.45743623716462406,
495,sj,44,0.06275,0.1034,0.1734571,0.16588329999999998,4.84,299.96,299.94285714299997,296.531428571,302.0,298.0,24.52,81.6285714286,4.84,18.0142857143,1.8857142857099998,27.4428571429,6.54285714286,32.2,23.9,42,1999,11,0.5054904,12.394624607999999,2001.532571429272,1011.7555001448112,0.08119205298013245,3.3501837753139445
496,sj,45,0.1235,0.095575,0.08925,0.08956667,20.03,299.304285714,299.37857142900003,295.87142857099997,301.0,298.0,53.27,81.4885714286,20.03,17.2985714286,2.04285714286,26.8857142857,5.8571428571399995,30.6,23.9,37,1999,11,0.39789167000000003,21.195689260900004,4340.896200001522,1727.2064383152597,0.17697674418604653,5.738227369818138
497,sj,46,-0.0454,0.0747,0.05148,0.03943333,83.66,298.968571429,299.078571429,296.33,301.3,298.0,104.51,85.4042857143,83.66,17.817142857100002,1.8142857142900002,26.714285714299997,5.8,30.6,22.8,43,1999,11,0.12021333000000001,12.5634951183,8925.601900001493,1072.9763266535065,0.34686359110521076,3.561156079168624
498,sj,47,0.0005,0.0712,0.1077,0.08874,224.9,298.732857143,298.87857142900003,296.285714286,300.8,297.1,140.2,86.4057142857,224.9,17.87,1.9,26.6,4.52857142857,31.7,23.3,34,1999,11,0.26814,37.593227999999996,12114.081142855139,3248.2697176451766,0.4660904255319148,10.798769008128911
499,sj,48,0.1536,0.104775,0.11323330000000001,0.09898571,2.11,298.782857143,299.05714285700003,294.775714286,301.0,296.8,8.7,78.6828571429,2.11,16.2071428571,3.25714285714,26.1,7.47142857143,30.6,21.1,40,1999,12,0.47059401,4.094167886999999,684.54085714323,322.1408269718698,0.02890365448504983,1.0702353055543847
500,sj,49,,0.0881,0.2564667,0.2146,63.47,297.332857143,297.3,293.974285714,298.9,296.2,107.84,81.86428571430001,63.47,15.4157142857,1.4,24.9285714286,4.61428571429,28.9,21.7,25,1999,12,,,8828.244571430114,,0.3607895617263299,
501,sj,50,0.10558,0.078075,0.1300286,0.07642857,0.0,297.4,297.392857143,292.161428571,298.7,296.3,8.78,72.6528571429,0.0,13.73,1.8142857142900002,24.9428571429,4.82857142857,28.3,20.6,16,1999,12,0.39011217,3.4251848525999997,637.892085714662,248.8494657839728,0.02939404084365584,0.8331083554870198
502,sj,51,0.1088,0.12705,0.1088714,0.09908571,0.0,297.38285714299997,297.51428571400004,292.964285714,299.4,296.1,14.5,76.4971428571,0.0,14.4371428571,1.8,24.842857142899998,4.9,27.8,21.7,17,1999,12,0.44380711,6.435203095,1109.2085714279501,492.27465047266713,0.04843019372077489,1.644203909394346
